Id,Predicted
1,0.10739618287387392
2,0.07329046011848442
3,0.10739618287387392
4,0.0725435855357844
5,0.08038657659519344
6,0.09272756089926455
7,0.07407347560822532
8,0.09011275321444322
9,0.07258838207316012
10,0.07205566880725654
11,0.07303840666276155
12,0.07303840666276155
13,0.08594749800172241
14,0.09089114752505995
15,0.07321494144581671
16,0.07518943669492163
17,0.07413338792802622
18,0.07139358000284632
19,0.09134492358752776
20,0.24646465235698722
21,0.07296212788069319
22,0.0731133671220041
23,0.07133505144517416
24,0.07369665215052701
25,0.09208133025476944
26,0.0754757009998811
27,0.07138265054636864
28,0.09008812983690073
29,0.07575314258993222
30,0.0739988477832921
31,0.4451658606789746
32,0.07552982901160392
33,0.4642715032311226
34,0.08693101231413002
35,0.07585936352478101
36,0.07373294153717827
37,0.09208133025476944
38,0.10739618287387392
39,0.07365798107793572
40,0.07202974900777144
41,0.10739618287387392
42,0.09077770905499251
43,0.4657863677752671
44,0.07274855830034424
45,0.2311419284799365
46,0.07143609439208232
47,0.0861665727915112
48,0.0929842610823559
49,0.07250151829104945
50,0.07396533106159568
51,0.10739618287387392
52,0.4657863677752671
53,0.07396533106159568
54,0.46676260043018736
55,0.07314083947158553
56,0.07321494144581671
57,0.10739618287387392
58,0.10739618287387392
59,0.10739618287387392
60,0.22841425624169479
61,0.10739618287387392
62,0.07560182138520999
63,0.07396533106159568
64,0.07277038118121867
65,0.4657863677752671
66,0.07396533106159568
67,0.4653440517171504
68,0.07303840666276155
69,0.07143609439208232
70,0.24654817352607444
71,0.07200806970606206
72,0.07396533106159568
73,0.10739618287387392
74,0.07143609439208232
75,0.07133505144517416
76,0.07560182138520999
77,0.09203576938233922
78,0.10739618287387392
79,0.10739618287387392
80,0.07205021998225314
81,0.07396533106159568
82,0.17408540624180024
83,0.0730675229693104
84,0.07349776199343681
85,0.07304746756799488
86,0.10739618287387392
87,0.07396533106159568
88,0.07455845367406219
89,0.10739618287387392
90,0.07365798107793572
91,0.07268498554769906
92,0.4657863677752671
93,0.10739618287387392
94,0.10739618287387392
95,0.4657863677752671
96,0.07264932342294564
97,0.09949028287682435
98,0.07330455996287329
99,0.07396533106159568
100,0.07251124925678792
101,0.09089114752505995
102,0.0739988477832921
103,0.07612892083130386
104,0.14732957786638087
105,0.09015908703022876
106,0.09062794482346836
107,0.07143609439208232
108,0.09089114752505995
109,0.09298873532228145
110,0.07304933611923924
111,0.09208133025476944
112,0.09136071855508947
113,0.07200222496154286
114,0.07133505144517416
115,0.09213166733646952
116,0.07365798107793572
117,0.0731133671220041
118,0.09213166733646952
119,0.3951901636143538
120,0.10739618287387392
121,0.07448942101213633
122,0.07560182138520999
123,0.09208133025476944
124,0.07274855830034424
125,0.10739618287387392
126,0.09208133025476944
127,0.09183086197747457
128,0.09014350296127731
129,0.07134598090165184
130,0.07458615639686011
131,0.09208133025476944
132,0.07407347560822532
133,0.07200806970606206
134,0.09018371040777125
135,0.07365798107793572
136,0.07417958833814581
137,0.0724853214186377
138,0.4392388090780682
139,0.07304746756799488
140,0.09091412324871194
141,0.07138849529088784
142,0.07396533106159568
143,0.07503169541874626
144,0.07396533106159568
145,0.07300303640229276
146,0.07202974900777144
147,0.07396533106159568
148,0.09159777204148611
149,0.07308426604867284
150,0.07302061902708902
151,0.4657863677752671
152,0.0731133671220041
153,0.09159777204148611
154,0.07273258464889354
155,0.07200806970606206
156,0.0727466463563114
157,0.08922720961480239
158,0.07303840666276155
159,0.07456573299735396
160,0.22046913821344424
161,0.4451658606789746
162,0.07268498554769906
163,0.07500778109091921
164,0.09159777204148611
165,0.09154510835386022
166,0.07396533106159568
167,0.07407347560822532
168,0.10739618287387392
169,0.09168540353986594
170,0.44390088839096975
171,0.10739618287387392
172,0.22852145867877316
173,0.10739618287387392
174,0.07513983996537589
175,0.07365798107793572
176,0.07396533106159568
177,0.10739618287387392
178,0.09213166733646952
179,0.22701961052118672
180,0.07407347560822532
181,0.10739618287387392
182,0.10739618287387392
183,0.07511309156654797
184,0.09159777204148611
185,0.08671030538243987
186,0.09213166733646952
187,0.10739618287387392
188,0.0731893893433232
189,0.07455845367406219
190,0.07426097506811093
191,0.24654817352607444
192,0.07424938869596248
193,0.07202974900777144
194,0.07303840666276155
195,0.22172578782894464
196,0.07164054874661069
197,0.4657863677752671
198,0.0731133671220041
199,0.09089114752505995
200,0.07368169369971408
201,0.07539519088120426
202,0.09150815352442954
203,0.07448412868881543
204,0.10739618287387392
205,0.10739618287387392
206,0.07200806970606206
207,0.09208133025476944
208,0.07139358000284632
209,0.07304933611923924
210,0.09020668613142324
211,0.0915747963178341
212,0.07319735882102046
213,0.10739618287387392
214,0.4451027544010527
215,0.09619219849160014
216,0.07310213274837296
217,0.07407347560822532
218,0.22852145867877316
219,0.07158710490089704
220,0.09015908703022876
221,0.10739618287387392
222,0.07200806970606206
223,0.07357585190816819
224,0.4658911295870208
225,0.07143609439208232
226,0.10739618287387392
227,0.07303840666276155
228,0.10739618287387392
229,0.09091412324871194
230,0.2424268545836175
231,0.07365798107793572
232,0.07205566880725654
233,0.07303840666276155
234,0.07274855830034424
235,0.4451658606789746
236,0.07281023584161289
237,0.11615179604192283
238,0.09018371040777125
239,0.0739988477832921
240,0.07457162148974271
241,0.46494971097486043
242,0.09156424672411376
243,0.07329046011848442
244,0.07134598090165184
245,0.0913499478590176
246,0.3209390446687622
247,0.24269660082391378
248,0.07371855055160857
249,0.24378259660217294
250,0.07207734810896592
251,0.10739618287387392
252,0.07270095919914975
253,0.07396533106159568
254,0.4638161463725063
255,0.07138849529088784
256,0.07138265054636864
257,0.09171898788796207
258,0.07373294153717827
259,0.10739618287387392
260,0.0737486952813325
261,0.07407347560822532
262,0.09208133025476944
263,0.07396533106159568
264,0.07310213274837296
265,0.07268498554769906
266,0.07426097506811093
267,0.4657863677752671
268,0.10739618287387392
269,0.07319735882102046
270,0.10739618287387392
271,0.07362775213464172
272,0.09089114752505995
273,0.07445727484973019
274,0.09213166733646952
275,0.10739618287387392
276,0.09208133025476944
277,0.07407347560822532
278,0.07207734810896592
279,0.09091412324871194
280,0.07258838207316012
281,0.08866832442197996
282,0.4392388090780682
283,0.24646465235698722
284,0.07396533106159568
285,0.07273258464889354
286,0.4450114067153274
287,0.09011275321444322
288,0.07303840666276155
289,0.09417036415786027
290,0.07365798107793572
291,0.1323113595197239
292,0.07143609439208232
293,0.45084545079176025
294,0.09213166733646952
295,0.07396533106159568
296,0.10739618287387392
297,0.10739618287387392
298,0.09089114752505995
299,0.07365798107793572
300,0.08788995192868874
301,0.07270095919914975
302,0.10739618287387392
303,0.07304746756799488
304,0.07222086111370878
305,0.07303840666276155
306,0.0749633304808032
307,0.09159777204148611
308,0.22863535072398666
309,0.09159777204148611
310,0.07396533106159568
311,0.09011567729005834
312,0.10739618287387392
313,0.10739618287387392
314,0.0770896204562175
315,0.07410699232992175
316,0.07321494144581671
317,0.07513983996537589
318,0.10739618287387392
319,0.07407347560822532
320,0.4657863677752671
321,0.09208133025476944
322,0.09468822469422482
323,0.24367445205554328
324,0.4451658606789746
325,0.07133505144517416
326,0.0839459854513777
327,0.08691986603928108
328,0.09213166733646952
329,0.07422153034933976
330,0.07303840666276155
331,0.09172735628945232
332,0.09159777204148611
333,0.0724853214186377
334,0.09914567459505663
335,0.4647597790112419
336,0.44505489043434937
337,0.07407347560822532
338,0.10739618287387392
339,0.07438907669205402
340,0.09906295313491993
341,0.09213166733646952
342,0.10739618287387392
343,0.09159777204148611
344,0.07138265054636864
345,0.09213166733646952
346,0.07303840666276155
347,0.4657863677752671
348,0.22701961052118672
349,0.07577464736608057
350,0.0739988477832921
351,0.09189306417714152
352,0.07396533106159568
353,0.10739618287387392
354,0.23054820194502107
355,0.07447801185023045
356,0.10739618287387392
357,0.07560182138520999
358,0.0731133671220041
359,0.09015254052091072
360,0.09208133025476944
361,0.07373294153717827
362,0.07585936352478101
363,0.0731133671220041
364,0.07487483331011067
365,0.091861904142962
366,0.16155586158666557
367,0.24284615960858336
368,0.07278599149647588
369,0.09148517780077753
370,0.07365798107793572
371,0.0730675229693104
372,0.07396533106159568
373,0.07326254054701119
374,0.09208133025476944
375,0.07349776199343681
376,0.07396533106159568
377,0.09132689281113389
378,0.07205566880725654
379,0.09016195414264674
380,0.09159777204148611
381,0.07133505144517416
382,0.08594749800172241
383,0.07200806970606206
384,0.07138265054636864
385,0.07365798107793572
386,0.4392388090780682
387,0.07396533106159568
388,0.07396533106159568
389,0.07349776199343681
390,0.4451658606789746
391,0.09213166733646952
392,0.07407347560822532
393,0.22880571254314197
394,0.09229417992603664
395,0.07251124925678792
396,0.10739618287387392
397,0.10739618287387392
398,0.07365798107793572
399,0.46438258381366737
400,0.09020668613142324
401,0.4657863677752671
402,0.10739618287387392
403,0.0731133671220041
404,0.40601570483474925
405,0.0739988477832921
406,0.07275215124075564
407,0.0730989761364344
408,0.10739618287387392
409,0.07410699232992175
410,0.09089114752505995
411,0.07138849529088784
412,0.07396533106159568
413,0.07365798107793572
414,0.09011275321444322
415,0.0731133671220041
416,0.07396533106159568
417,0.4646177327822283
418,0.07326254054701119
419,0.07268498554769906
420,0.07329046011848442
421,0.07407347560822532
422,0.0739988477832921
423,0.10739618287387392
424,0.4451658606789746
425,0.09172735628945232
426,0.09018371040777125
427,0.07392650497943738
428,0.07303840666276155
429,0.0724853214186377
430,0.09225330671604712
431,0.07564788516362338
432,0.10739618287387392
433,0.07372068828272628
434,0.09213166733646952
435,0.09213166733646952
436,0.09091412324871194
437,0.0731893893433232
438,0.07205566880725654
439,0.07396533106159568
440,0.07321494144581671
441,0.07456573299735396
442,0.0744732848707641
443,0.07307151056979444
444,0.4451027544010527
445,0.07415727440744235
446,0.07270095919914975
447,0.10739618287387392
448,0.0731133671220041
449,0.09020668613142324
450,0.0731133671220041
451,0.0723387893117292
452,0.09091412324871194
453,0.1467051535676391
454,0.22685752162925352
455,0.09213166733646952
456,0.4657863677752671
457,0.10739618287387392
458,0.07495000270716079
459,0.07349776199343681
460,0.08417604677144962
461,0.0727888880837989
462,0.07357585190816819
463,0.0731133671220041
464,0.4657863677752671
465,0.07303840666276155
466,0.07321494144581671
467,0.0742163439974982
468,0.09159777204148611
469,0.07200806970606206
470,0.07202376612610185
471,0.07202974900777144
472,0.14776396308884251
473,0.09641770765236513
474,0.07330455996287329
475,0.09213166733646952
476,0.10739618287387392
477,0.07396533106159568
478,0.07407347560822532
479,0.09018371040777125
480,0.07245391918985497
481,0.1324809473658335
482,0.09159777204148611
483,0.07349374942084343
484,0.10739618287387392
485,0.07396533106159568
486,0.07365798107793572
487,0.07273406310618265
488,0.09208133025476944
489,0.0915747963178341
490,0.10739618287387392
491,0.07329046011848442
492,0.10739618287387392
493,0.07138849529088784
494,0.07447801185023045
495,0.16155586158666557
496,0.07365798107793572
497,0.07560182138520999
498,0.07447168354048832
499,0.07268498554769906
500,0.07443352730217005
501,0.09213166733646952
502,0.10739618287387392
503,0.1324809473658335
504,0.4392388090780682
505,0.07407347560822532
506,0.0739988477832921
507,0.09440019989327883
508,0.07612539811414391
509,0.07229495436432451
510,0.07303840666276155
511,0.07415727440744235
512,0.0996423508385176
513,0.17620211408977612
514,0.07360034877899999
515,0.07202974900777144
516,0.12535307074482718
517,0.07133505144517416
518,0.4652687521973695
519,0.4657863677752671
520,0.09089114752505995
521,0.07854590445093881
522,0.07303840666276155
523,0.07204067846424912
524,0.07133505144517416
525,0.09208133025476944
526,0.09018371040777125
527,0.07503169541874626
528,0.09089114752505995
529,0.08555644757787109
530,0.07273258464889354
531,0.07195462586034838
532,0.08076250837868451
533,0.10739618287387392
534,0.07143609439208232
535,0.14772320477879014
536,0.07560182138520999
537,0.07396533106159568
538,0.09251322419748488
539,0.08558407756081624
540,0.4657863677752671
541,0.10739618287387392
542,0.07216289765879245
543,0.07560182138520999
544,0.0915747963178341
545,0.0731133671220041
546,0.07134598090165184
547,0.07202974900777144
548,0.10834292752683194
549,0.10739618287387392
550,0.10739618287387392
551,0.07396533106159568
552,0.07303840666276155
553,0.10739618287387392
554,0.23122544964902367
555,0.093263728721924
556,0.07273406310618265
557,0.07585936352478101
558,0.07365798107793572
559,0.07258838207316012
560,0.07298232651307085
561,0.07200806970606206
562,0.07133505144517416
563,0.10739618287387392
564,0.46700142522224536
565,0.0915747963178341
566,0.07329046011848442
567,0.10739618287387392
568,0.07413338792802622
569,0.44505489043434937
570,0.24269660082391378
571,0.09208133025476944
572,0.09008812983690073
573,0.07349776199343681
574,0.10739618287387392
575,0.07396533106159568
576,0.37601754850373426
